"time","value"
7,0.946952267874168
39,0.945222800550538
52,0.949999728954129
60,0.948650699642025
82,0.947453572902431
113,0.94953840250021
126,0.949758524831102
134,0.943707804763694
141,0.949749819782969
149,0.943458407723343
156,0.947724358551829
172,0.949156705214043
193,0.943202926971406
200,0.943568151513923
207,0.948865114528398
228,0.947285374497993
239,0.949149378740101
255,0.949769647849174
263,0.944019129763159
270,0.949419039852593
319,0.948935042219293
336,0.948470830198131
346,0.949532344113465
359,0.949255194403752
385,0.948537492710219
395,0.946061696067994
411,0.949863482741409
419,0.946320603706071
428,0.947547175480741
461,0.946312441813497
470,0.94723053031074
490,0.949589400532818
503,0.943821920454114
510,0.949998577056937
518,0.948635910078809
533,0.947769757193938
547,0.949499124259738
569,0.949066801829903
594,0.949340720463104
635,0.949142214912284
651,0.944012677547421
658,0.94945825941457
677,0.948071972526496
708,0.949104116908848
738,0.944046441130049
745,0.949237852453739
759,0.945228629197413
772,0.94969243350068
797,0.949741392532005
805,0.943212149290436
812,0.94375430907623
819,0.94990279460969
827,0.947114332507971
842,0.945682819983895
860,0.949999908314434
868,0.948652995076278
923,0.949986512907355
931,0.948476047615151
941,0.949381503769712
956,0.945282502803768
1009,0.94999957177867
1017,0.94864868648176
1076,0.948852995815049
1141,0.949573826594347
1154,0.947419412548078
1221,0.947448830261097
1253,0.9497408122791
1261,0.943195018578474
1268,0.943406381332664
1275,0.947047438788458
1305,0.948773743088952
1349,0.949277128913801
1401,0.948260714578087
1416,0.94631273151331
1425,0.947242094098119
1436,0.94355636237921
1443,0.948761312274573
1489,0.948187882411999
1542,0.944020547970552
1549,0.949410235615842
1573,0.949760276739811
1581,0.943757385752862
1588,0.949910413393135
1596,0.947256667056452
1607,0.946011221091026
1624,0.944175016347166
1631,0.948055253454073
1669,0.944931682514872
1705,0.946831682575592
1721,0.949526816670696
1734,0.948547613490478
1744,0.945247896237903
1757,0.944099257320815
1764,0.948817835554846
1778,0.944238567407235
1785,0.947270263517861
1796,0.947781579970809
1810,0.946644751158397
1819,0.944405007751747
1826,0.944588595612296
1853,0.948963351123484
1865,0.944261407769757
1872,0.94695581195057
1938,0.94896999398874
1950,0.945770658609783
2003,0.943739538583883
2010,0.949861893410619
2018,0.946286415035108
2027,0.946094477603993
2051,0.949905357495745
2059,0.947162627313328
2126,0.948702621106463
2148,0.949995534999021
2156,0.948596455078331
2225,0.946218073610152
2250,0.94781002451994
2286,0.946349476145324
2295,0.94851446496384
2305,0.947635185177974
2331,0.948748182471443
2368,0.94522350536162
2381,0.949997227067792
2389,0.948618472050937
2404,0.946362833181943
2413,0.948880930626852
2451,0.949251715484741
2484,0.949187092560815
2515,0.948971840971805
2527,0.946149660880697
2541,0.948537944949331
2551,0.94602691349686
2575,0.945538350599482
2586,0.949969775504482
2594,0.948239193847004
2636,0.944252839742648
2643,0.947075772357184
2669,0.94560142041474
2680,0.946263071484509
2689,0.944913017476804
2748,0.948363333575848
2758,0.947883277371104
2779,0.943332431714951
2786,0.945935535744057
2803,0.944818035242565
2824,0.946519977253176
2833,0.949283976683762
2895,0.945063558244576
2926,0.949908038383525
2934,0.947212695583486
2950,0.948960337969036
2962,0.943501641239941
2969,0.948220371520706
2988,0.946162864986441
3029,0.947403184693874
3045,0.947427486496038
3127,0.943928389383536
3134,0.949844700944406
3142,0.945906097389642
3160,0.948004576687547
3188,0.945592268476436
3199,0.947349424758144
3210,0.947730351872617
3238,0.944977061337897
3252,0.949932533543741
3260,0.947648913685562
3279,0.946430194452564
3288,0.949940604912386
3296,0.947784288281785
3310,0.94421917118343
3317,0.947523885249531
3334,0.94899512689202
3346,0.949403618201436
3389,0.949946685936291
3397,0.947883552894998
3423,0.949222392164278
3437,0.949994188729793
3445,0.948578810201101
3476,0.943200441353657
3483,0.943517519258254
3490,0.948387340865127
3500,0.949052220792392
3512,0.945447173913165
3579,0.947107718459787
3612,0.944241703434791
3619,0.947228100118482
3650,0.945739349902947
3670,0.947775338201305
3684,0.949751851518151
3692,0.943517068606052
3699,0.94838271464291
3709,0.948863322631658
3732,0.949825653745102
3740,0.945462261084779
3818,0.945816022486914
3843,0.946295835086941
3852,0.946527804578917
3861,0.949113801170492
3881,0.9478820626502
3911,0.94569120413472
3931,0.943634642371218
3938,0.949365780042293
3963,0.945941970671373
4021,0.94813917905169
4068,0.945609814475794
4079,0.945104622218851
4099,0.948151646265892
4120,0.949285662045518
4146,0.949296114799341
4162,0.949673907328157
4179,0.949133088175385
4217,0.949453767075423
4244,0.94830600080562
4279,0.944644732161181
4307,0.946559929346733
4316,0.948224961333247
4344,0.944014439524301
4351,0.949447685322343
4380,0.949905869274207
4388,0.947172220825686
4420,0.947752074858364
4441,0.946672428413023
4495,0.949992347595633
4503,0.948554496500492
4513,0.944652340792197
4530,0.947271676545176
4541,0.947936399841033
4553,0.949638877564422
4578,0.948165517908155
4604,0.949435012482149
4633,0.949978616255744
4641,0.948366487229481
4651,0.948063563249684
4686,0.947399893354463
4741,0.949964088084691
4749,0.948154709747409
4765,0.945528575692714
4776,0.949749263354979
4784,0.943442294288062
4791,0.947524035253546
4808,0.948692970250762
4833,0.945565095950813
4844,0.949480750091519
4871,0.949358906106868
4907,0.945624916707522
4936,0.943770230167772
4943,0.949938863880588
4951,0.947755436925205
4970,0.948432584613032
4980,0.949994832076372
4988,0.948587256311587
